filename,height,width,top_left_lat,top_left_lon,bottom_right_lat,bottom_right_lon
science_overview.gif,950,1740,38.400994,-110.801403,38.395027,-110.787356
science_W.gif,950,1740,38.398893,-110.797185,38.396784,-110.792221
science_NW.gif,950,1740,38.399725,-110.797151,38.397627,-110.792214
science_SW.gif,950,1740,38.397906,-110.797360,38.395809,-110.792420
science_NW_zoom.gif,950,1740,38.399054,-110.795238,38.397711,-110.792075
science_N.gif,950,1740,38.399827,-110.794962,38.397734,-110.790031
science_E.gif,950,1740,38.398908,-110.792956,38.396723,-110.787822
